nama_hotel,alamat_hotel,harga_kamar,jenis_kamar,total_kamar_tersedia,wilayah,latitude,longitude
2 BR with Pool View at Green Pramuka Apartment By Travelio,"CH - 17 - LL, Jln. A. Yani Kav. 49 RT.13/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",Rp531.017,1,2,Jakarta Pusat,-6.19030618329053,106.87430637110000
Homey 2BR Aparment at Green Pramuka near Mall By Travelio,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp658.748,1,2,Jakarta Pusat,-6.188586701982330,106.87323443607300
Best View 2BR at Nifarro Park Apartment By Travelio Tower A Lantai 12 Unit No. 15," Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510""",Rp1.777.311,1,2,Jakarta Selatan,-6.263211608723370,106.84417079858600
Studio New Fully Furnished at Gold Coast PIK Apartment By Travelio Tower Bahama Lantai 11 Unit M," Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta""",Rp1.052.469,1,2,Jakarta Utara,-6.101673509065130,106.73841754241000
Spacious 2BR Apartment at Casa Grande Residence with City View By Travelio Tower Montreal Lantai 25 Unit No. 15," Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870""",Rp2.496.525,1,2,Jakarta Selatan,-6.223300114534180,106.84176571022100
Comfy Studio Tifolia Apartment,38FL-22 Jl Perintis Kemerdekaan 2,Rp425.191,1,2,Jakarta Timur,-6.17519719705993,106.89269231207600
Fully Furnished and Cozy Studio Apartment at Tifolia By Travelio,"Gedung Apartemen Tifolia Tower - Lantai 12A Jl. Perintis Kemerdekaan No.2, RW.16, Kayu Putih, Pulo Gadung, Kota Jakarta Timur, Jakarta 13210 - ID properti: AAD8EDA7C",Rp743.783,1,2,Jakarta Pusat,-6.148275187339120,106.83512381022000
Prinsen Park Hotel,Jalan Mangga Besar Raya No. 83 - 85,Rp248.000,2,2,Jakarta Barat,-6.14853249012683,106.82427738138400
Stunning Studio Room at Menteng Park Apartment,Diamond 26FL-E - Jl. Cikini Raya No.79,Rp1.311.535,1,2,Jakarta Pusat,-6.190806236427180,106.84016350007800
Comfy City View 1BR Apartment Menteng Square,Tower C 20FL-25 Jl. Pramuka Sari 2 No.28,Rp901.269,1,2,Jakarta Pusat,-6.20010461077348,106.85179803939000
Comfortable 2BR near Bassura Mall at Bassura City Apartment By Travelio Tower Dahlia Lantai 31 Unit AB," Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta""",Rp787.035,1,2,Jakarta Timur,-6.222620942390790,106.88039019673000
Luxurious and Cozy 2BR at Sudirman Suites Apartment By Travelio Tower 1 Lantai 12,"Jl. Jend. Sudirman No.36 RT.14/RW.1, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta""",Rp3.250.000,1,2,Jakarta Pusat,-6.206361653757220,106.81652871841500
2BR Cozy @ The Empyreal Condominium Epicentrum Apartment By Travelio,"Tower Masterpiece Lantai 36 Unit 6C Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",Rp1.518.531,1,2,Jakarta Selatan,-6.218470712773690,106.83386839673000
Minimalist and Comfy Studio at Amethyst Apartment By Travelio Tower B Lantai 26 Unit 17," Jalan Rajawali Selatan 2 No.1B, Kemayoran, RT.16/RW.2, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720""",Rp754.884,1,2,Jakarta Pusat,-6.139564596373650,106.8386096822490
2BR Apartment near JIEXPO at Mediterania Palace Kemayoran By Travelio Tower A Floor 5 Unit No. BA," Jalan Landas Pacu Utara Selatan Blok A1 No.2, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630""",Rp950.164,1,2,Jakarta Pusat,-6.154647653703130,106.85289483695000
ROSI 2 at Apartment Kalibata City,"Apartemen Kalibata City - Tower Nusa Indah, Jalan Kalibata Raya, Rawajati",Rp350.000,1,2,Jakarta Selatan,-6.25616839812006,106.85336689317000
2BR Comfy Apartment at Nifarro Park Pasar Minggu By Travelio Tower Ebony Lantai 17 Unit No. 08," Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta""",Rp970.973,1,2,Jakarta Selatan,-6.263376399615590,106.84342545440400
Studio Stylish and Convenient Green Pramuka Apartment By Travelio,"Tower Faggio Lantai 11 Unit PA Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp530.617,1,2,Jakarta Pusat,-6.188238536520690,106.87483335625800
2BR Wonderful Apartment at Belmont Residence Puri By Travelio,"Jalan Lapangan Bola, Meruya Ilir, RT.8/RW.7, Srengseng, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta. Tower MB, Lt 17",Rp1.123.544,1,2,Jakarta Barat,-6.20020053472943,106.76278299276800
Relax Bellagio Apartment 2BR near Kuningan City By Travelio,"Tower A lt 16 AF 5 , Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",Rp2.271.194,1,2,Jakarta Selatan,-6.22769137820725,106.82449385440300
Relaxing 2BR at Royal Olive Residence By Travelio Tower C Floor 7 Unit No.7C," Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Pancoran, RT.1/RW.7, Pejaten Barat, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta""",Rp1.343.807,1,2,Jakarta Selatan,-6.272195546911990,106.82979304386500
Apatel Elpis  Residences 07B07,"Jalan Gn. Sahari 12 No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar",Rp490.000,1,2,Jakarta Pusat,-6.148115959937290,106.83663197174200
Studio Furnished with Comfortable Design Green Pramuka Apartment By Travelio,"Perhubungan Udara No.48, RT.13/RW.9, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat Tower Unit Pino 28NH",Rp977.745,1,2,Jakarta Pusat,-6.189674534342170,106.8745696668860
Cozy Stay and Relax @ Studio Pakubuwono Terrace Apartment Tower N Lt 20-B3, Jl. Ciledug Raya 99B,Rp777.430,1,2,Jakarta Selatan,-6.237436297148110,106.76964522371200
"Well Furnished 2BR Green Pramuka Apartment By Travelio Tower Scarlet, Floor 12, Unit No. F8"," Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, RT.16/RW.9, Jakarta Pusat, Daerah Khusus Ibukota Jakarta""",Rp637.221,1,2,Jakarta Pusat,-6.190359037924770,106.87437843223200
Studio Comfy Tifolia Apartment By Travelio,"Jl. Perintis Kemerdekaan No.2, RW.16, Kayu Putih, Pulo Gadung, Kota Jakarta Timur, Jakarta. Lt 38",Rp452.534,1,2,Jakarta Timur,-6.175136185068610,106.89271284890800
Apatel Gold Coast Pantai Indah kapuk,"Jalan Pantai Indah Utara 1, RT.8/RW.1, Kamal Muara, Kec. Penjaringan",Rp735.000,1,2,Jakarta Utara,-6.101604162274650,106.73837462371000
Comfortable Studio Room at Signature Park Grande By Travelio Tower Green TA Lantai 02 ," Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta""",Rp1.081.942,1,2,Jakarta Timur,-6.244684148206940,106.86600716603900
Highest Value Studio Apartment at Gold Coast PIK,Atlantic 31FL #Q Jl. Pantai Indah Kapuk,Rp1.733.019,1,2,Jakarta Utara,-6.101870863624750,106.73844972556600
Cozy with Best Location 2BR Green Pramuka Apartment By Travelio,"Tower Pino Lantai 21 Unit OO  Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, RT.16/RW.9, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",Rp713.938,1,2,Jakarta Pusat,-6.188366532346800,106.87487627160400
Highest Value 2BR Apartment City Home near MOI,Hawaiian Bay 15FL-27 Jl Raya Boulevard,Rp1.371.071,1,2,Jakarta Utara,-6.1478672288454,106.88981848584100
Luxurious 2BR at Belmont Residence Apartment By Travelio,"Tower A , Lantai 11 , No Unit 29 , Jalan Lapangan Bola, Meruya Ilir, RT.8/RW.7, Srengseng, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rp995.370,1,2,Jakarta Barat,-6.201983176323930,106.76362662902500
Comfy Living 2BR at H Residence By Travelio Floor 18 Unit No. 03," Jl. MT Haryono No.7 RT.12/RW.11, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta""",Rp844.442,1,2,Jakarta Timur,-6.244751313396180,106.87216316789400
Studio Best Price at Tamansari The Hive Apartment By Travelio Tower B Lantai 9 Unit 18," Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340""",Rp535.107,1,2,Jakarta Timur,-6.245000140493850,106.87518066974900
Modern and Luxurious 2BR Dharmawangsa Essence Apartment,Eminence 1 21-06 Jl. Darmawangsa Raya,Rp2.293.313,1,2,Jakarta Selatan,-6.258060697448340,106.80492579858600
Premium Value Studio Apartment at Gold Coast PIK By Travelio Tower Atlantic Lantai 31 Unit No. Q," Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta""",Rp1.908.290,1,2,Jakarta Utara,-6.1018388594697500,106.738192233491
2BR Comfy and Spacious The Masterpice Epicentrum Apartment By Travelio,"Tower Masterpiece Lantai 27 Unit 5C Kawasan Rasuna Epicentrum, Jl. H.R. Rasuna Said, RT.2/RW.5, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",Rp3.992.861,1,2,Jakarta Selatan,-6.2180244483828100,106.83434567717000
Minimalist 2BR at Green Pramuka Apartment,Pino 17FL-OD Jl Jenderal Ahmad Yani,Rp821.662,1,2,Jakarta Pusat,-6.188238536520690,106.87454367767400
John's Pardede International,Jln. Raden Saleh No. 9-11,Rp280.250,3,5,Jakarta Pusat,-6.1902567036904100,106.84519605440300
Comfy and Elegant Studio Apartment at Tamansari Sudirman By Travelio Tower B Lantai 08 Unit No. 02," Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940""",Rp925.926,1,2,Jakarta Selatan,-6.2160493283611900,106.82126622371200
Apatel Elpis Residences 09C08,"Jalan Gn. Sahari 12 No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar",Rp490.000,1,2,Jakarta Pusat,-6.148141852729810,106.83509162713700
Best View and Trendy Studio Apartment @ Ciputra International By Travelio Tower San Francisco Lantai 28 Unit No. 5A," Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740""",Rp997.222,1,2,Jakarta Timur,-6.1726676958250800,106.73151559673000
Best Studio Menteng Park Apartment By Travelio,"Tower Sapphire Floor 12, Jl. Cikini Raya No.79, RT.2/RW.2, Cikini, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp846.075,1,2,Jakarta Pusat,-6.190835564174000,106.84018495440300
Stunning 2BR Apartment at Capitol Park Residence,Tower U 20FL #48 JL. Salemba Raya 16,Rp2.018.115,1,2,Jakarta Pusat,-6.196340855745040,106.85070319904900
Apatel The Mansion Tower Capilano,Apartment The Mansion Jasmine Tower,Rp800.000,1,2,Jakarta Utara,-6.146330591755890,106.85339947531400
Apatel Salemba residence  rawamangun Lantai 25 Unit B 2514,"Jalan Salemba Tengah II No.10, RT.5/RW.8, Paseban, Sene",Rp612.500,1,2,Jakarta Pusat,-6.19466747463204,106.8560032120760
Chic and Cozy Studio Apartment at Menteng Square,Tower A 9FL-28 Jl. Pramuka Sari II No.28,Rp733.861,1,2,Jakarta Pusat,-6.199759172049180,106.85222096789400
Stylish and Relaxing 2BR The Wave Apartment By Travelio Tower Coral Lantai 16 Unit 11A," Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, RT.5/RW.1, Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960""",Rp673.233,1,2,Jakarta Selatan,-6.2139014489130600,106.83265801449100
Gorgeous 2BR at Kemang Village Apartment,Infinity 25FL #55 Jl. Pangeran Antasari,Rp1.234.949,1,2,Jakarta Selatan,-6.26135989328762,106.81267922742300
Minimalist 2BR Apartment at Springhill Terrace Residence By Travelio,"Jl. Benyamin Suaeb, RW.10, Pademangan Tim., Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta Oakwood 32-1",Rp973.805,1,2,Jakarta Pusat,-6.149480319390280,106.85118638138400
2BR Chic and Cozy Apartment at Menteng Park By Travelio,"Menteng Park, Jalan Cikini Raya, RT.2/RW.2, Cikini, Central Jakarta City, Jakarta, Indonesia, Saphire 33DD",Rp1.620.368,1,2,Jakarta Pusat,-6.190775957491420,106.8401525663120
Extra Space 3BR Apartment Grand Palace Kemayoran by Travelio,"Tower Dario. Jl. Casa Kb. Kosong Kemayoran Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",Rp1.090.697,1,1,Jakarta Pusat,-6.160082561757810,106.8523037813840
3BR Beautifully Spacious at Sunter Park View Apartment By Travelio,"Jl. Yos Sudarso No.Kav 85, RT.10/RW.11, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta",Rp1.290.722,1,2,Jakarta Utara,-6.157262767505230,106.88341621949700
Homey and New Furnish 1BR Apartment at Pejaten Park Residence By Travelio,"Lt 20 , Unit 03 , Jl. Warung Jati Barat No.21, RT.1/RW.11, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp925.926,1,2,Jakarta Selatan,-6.2819732513175900,106.82680326789500
Studio Exquisite Menteng Park Apartment By Travelio,"Tower Diamond Lantai 30 Unit L Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Jakarta Pusat, DKI Jakarta",Rp857.273,1,2,Jakarta Pusat,-6.190760900294810,106.84014203905700
Warm and Comfy 2BR Green Pramuka Apartment near Mall By Travelio Tower Nerine Lantai 12 Unit Q8," Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570""",Rp856.479,1,2,Jakarta Utara,-6.185730845688180,106.87170159000600
Modern 2BR Cervino Village Apartment,26FL-F Jl. KH. Abdullah Syafei Kav. 27,Rp2.030.654,1,2,Jakarta Selatan,-6.224559090352500,106.85118272742200
Studio Comfy at Woodland Park Residence Apartment By Travelio,"Matoa Lantai 7, Jalan Raya Kalibata, RT.6/RW.7, Rawajati, South Jakarta City, Jakarta, Indonesia",Rp720.699,1,2,Jakarta Barat,-6.181596900679240,106.78856881207600
Cozy 3BR Thamrin Residence Apartment By Travelio,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp2.469.136,1,2,Jakarta Pusat,-6.197587339049400,106.8169151813840
Furnished Studio with Comfortable Design Green Pramuka Apartment,Pino 28-NH Jl Jenderal Ahmad Yani Kav 49,Rp968.664,1,2,Jakarta Pusat,-6.188302534437620,106.87477971207600
Minimalist and Cozy 2BR Apartment at The Boulevard,Tower 1 18FL Unit D Jl. Fachrudin No.5,Rp1.341.589,1,2,Jakarta Pusat,-6.177458472688760,106.81642480501600
Strategic & Cozy Place 2BR Menteng Park Apartment By Travelio Tower Emerald Lantai 36 Unit K," Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330""",Rp2.389.148,1,2,Jakarta Pusat,-6.193214477895700,106.85426756580400
Cozy Stay Studio Room at Gold Coast Apartment,Tower A 33FL Unit E Jl Pantai IndahKapuk,Rp1.650.497,1,2,Jakarta Utara,-6.10132679272976,106.73789182606900
1BR Comfy Apartment Menteng Square By Travelio,"Gedung Menteng Square Tower C Lantai 20 Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320 - ID properti: JZKST94W",Rp564.025,1,2,Jakarta Pusat,-6.200758572392100,106.8510613813840
Spacious and Strategic 3BR One Park Gandaria Apartment,B 9-9E Jl Kyai Muhammad Syafii Hadzami 1,Rp3.669.304,1,2,Jakarta Selatan,-6.24549936958569,106.78854975836600
2BR Simply Homey  at Signature Park Apartment By Travelio,"Unit TA 18/09 Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp938.173,1,2,Jakarta Selatan,-6.242397491073030,106.8544915660390
2BR Wonderful at Gold Coast Apartment Pantai Indah Kapuk By Travelio,"RW.1, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta H-05-R",Rp1.567.221,1,2,Jakarta Utara,-6.101789192790340,106.7382227969810
Studio Newly Furnished Apartment at Menteng Park By Travelio,"Tower Sapphire Lantai 8 Unit No. K - Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",Rp1.128.099,1,2,Jakarta Utara,-6.190870234033070,106.84008303380400
Exclusive Studio Tamansari The Hive Apartment in Strategic Location,Tower B 7FL-11 Jl. DI. Panjaitan No 3-4,Rp1.308.390,1,2,Jakarta Timur,-6.244978810155100,106.87522358509500
2BR Comfortable Deluxe at The Empyreal Condominium Epicentrum Apartment By Travelio,"Tower Empyreal Lantai 23 Unit 1A Kawasan Rasuna Epicentrum, Jl. H.R. Rasuna Said, RT.2/RW.5, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",Rp2.844.722,1,2,Jakarta Selatan,-6.218492044190090,106.83393276974900
2BR Cozy Apartment with Sofa Bed at Tamansari Semanggi By Travelio,"Tower B Lantai 27 Unit B 27-23 Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp2.402.664,1,2,Jakarta Selatan,-6.2262274878692,106.81920001207600
2BR Deluxe and Pleasant Menteng Park Apartment By Travelio,"Tower Sapphire, Lt. 8, Nomor 08DD, Jalan Cikini Raya No.79 RT.1/RW.2 Cikini Menteng, RT.1/RW.2, Cikini, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",Rp1.273.367,1,2,Jakarta Pusat,-6.19141154231586,106.83954122421500
Cozy and Gorgeous 2BR at Bassura City Apartment By Travelio,"Tower Heliconia , Lantai 06 ,No unit : AE , Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Rp783.317,1,2,Jakarta Timur,-6.22329182063474,106.87941330201200
Beautiful 1BR at Tamansari The Hive Apartment By Travelio Tower A Floor 17 Unit No. 10," Jl. DI. Panjaitan Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta""",Rp661.547,1,2,Jakarta Timur,-6.24508546184024,106.87511629673100
Strategic and Comfy 2BR at Menteng Square Apartment By Travelio Tower A Lantai 15  Unit No. 26," Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta""",Rp1.035.491,1,2,Jakarta Pusat,-6.200863674029960,106.8510969893090
Best and Homey Studio 25 Kebagusan City Apartment By Travelio,"Tower Royal Lantai 11 unit 25 Jalan Baung no.1, Kebagusan, Pasar Minggu, RT.1/RW.3, Kebagusan, Jakarta Selatan, 12520",Rp508.280,1,2,Jakarta Selatan,-6.305889228369250,106.83599578324100
Studio Room at Gold Coast Apartment By Travelio,"Gold Coast Apartment, Tower A Lt.33 Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",Rp1.377.200,1,2,Jakarta Utara,-6.084449657338000,106.73706571896400
Simply Homey 2BR Signature Park Apartment,Tower TA 18-9 Jl Letjen M.T. Haryono,Rp1.499.130,1,2,Jakarta Selatan,-6.242237517243100,106.85462031565900
Comfy Studio Room with City View at Menteng Park Apartment,Sapphire 29FL Jl. Cikini Raya No.79,Rp1.351.963,1,2,Jakarta Pusat,-6.190752905083020,106.84014204240500
2BR Pancoran L'Avenue Apartment Great Facility,Tower North Jl. Raya Pasar Minggu No.15,Rp1.921.511,1,3,Jakarta Selatan,-6.248308033088930,106.84433024276800
Apatel Puri Orchard Lt. 38,"Jalan raya adicipta No.kav 8, RT.2/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",Rp315.250,1,2,Jakarta Barat,-6.164725770149000,106.72888253349100
Comfortable 2BR Apartment at H Residence,Tower 1 18FL Unit 03 Jl. MT Haryono No.7,Rp1.045.750,1,2,Jakarta Timur,-6.233507486928130,106.8709592599350
Best Price and Cozy Studio Apartment The H Residence near MT Haryono By Travelio,"Tower Sapphire Lt.11 Unit 28 . H Residence Jl. MT Haryono No. 7, Cipinang, Jatinegara, Jaktim, 13340",Rp615.693,1,2,Jakarta Timur,-6.242294509063720,106.86805336937300
Stylish and Convenient Studio Green Pramuka Apartment,Fagio 11-PA Jl Jenderal Ahmad Yani Kav49,Rp825.600,1,2,Jakarta Pusat,-6.188366532346800,106.87506939066100
1BR Elegant Kemang Village Apartment By Travelio,"Tower Intercon Lantai 11 Unit 11S2 - Jalan Pangeran Antasari No. 36, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp1.342.686,1,2,Jakarta Selatan,-6.261253249462350,106.81261485798600
Near Plaza Semanggi 2BR Sudirman Condominium Apartment By Travelio Tower C Floor 25 Unit 25C," Jalan Garnisun Dalam No.8, RT.5/RW.4, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930""",Rp1.831.983,1,2,Jakarta Selatan,-6.219990453991380,106.81606892403600
Fully Furnished Studio Apartment at Tamansari The Hive,Tower B 17FL # 9 Jl DI Panjaitan Kav 3-4,Rp811.545,1,2,Jakarta Timur,-6.2440806152084500,106.87541572587600
Exquisite Cozy 2BR Bassura City Apartment near Shopping Mall By Travelio,"Tower D, Lantai 26, Unit D/26/AK. Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",Rp459.259,1,2,Jakarta Timur,-6.222567614267050,106.88040092556700
Homey Studio Ciputra Internasional Apartment By Travelio,"Ciputra Internasional Apartment, Tower Amsterdam Lt.6 Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rp739.212,1,2,Jakarta Timur,-6.170511347277210,106.72843512935400
APATEL The Mansion Aurora 31 I,"Kemayoran, Jalan. Trembesi Blok D 4, Pademangan Tim., Kec. Pademangan",Rp612.500,1,2,Jakarta Utara,-6.146250082169540,106.8533769967300
